time,ros_time,fsm_state,solve_controller,is_landed,is_armed,takeoff_land_trigger,is_waiting_for_cmd,use_preview,ref_x,ref_y,ref_z,ref_u,ref_v,ref_w,ref_ax,ref_ay,ref_az,ref_phi,ref_theta,ref_psi,x,y,z,u,v,w,ax,ay,az,phi,theta,psi,throttle,battery_voltage,accel_disturbance_x,accel_disturbance_y,accel_disturbance_z
0.720879,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248738,0.03549,0.141147,-6.53808e-05,-0.0205328,-0.0119746,0.0340049,0.0269054,9.80854,0.00347361,-0.0948444,0.0659501,0,16.039,0,0,0
0.730873,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024867,0.0355325,0.141137,0.000115032,-0.0205093,-0.011815,0.0340049,0.0269054,9.80854,0.00334592,-0.0948254,0.0658254,0,16.039,0,0,0
0.740923,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248788,0.0355931,0.141131,0.000115032,-0.0205093,-0.011815,0.0377289,0.0447417,9.77178,0.00336158,-0.0948535,0.0658769,0,16.039,0,0,0
0.750918,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249049,0.0355749,0.141193,0.000209973,-0.0204423,-0.0118894,0.0377289,0.0447417,9.77178,0.00345668,-0.0949013,0.0658306,0,16.039,0,0,0
0.760894,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248791,0.0354731,0.141227,0.000260529,-0.0202061,-0.0121505,0.0304379,0.035054,9.77877,0.00364657,-0.0951619,0.0658772,0,16.039,0,0,0
0.770851,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248688,0.0354966,0.141255,0.000271204,-0.0203842,-0.0123591,0.00302333,0.0344488,9.79087,0.0036619,-0.0950417,0.0658869,0,16.039,0,0,0
0.780907,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249214,0.0354863,0.141262,0.000271204,-0.0203842,-0.0123591,0.00302333,0.0344488,9.79087,0.0036439,-0.0949831,0.0658705,0,16.038,0,0,0
0.790824,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248754,0.035487,0.141263,0.000148032,-0.0205301,-0.0126499,0.00302333,0.0344488,9.79087,0.00366117,-0.0950535,0.0658669,0,16.038,0,0,0
0.800881,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024848,0.0355417,0.141178,0.000148032,-0.0205301,-0.0126499,0.00539849,0.0179128,9.79185,0.00342657,-0.0949275,0.0658557,0,16.038,0,0,0
0.810885,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248742,0.035587,0.141182,-0.000172043,-0.02063,-0.0127938,0.00539849,0.0179128,9.79185,0.0031789,-0.0948502,0.0658842,0,16.038,0,0,0
0.820898,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248392,0.0355756,0.141174,-8.07229e-05,-0.0207393,-0.0127107,0.0350615,0.0492063,9.80333,0.00334576,-0.0950314,0.0658986,0,16.038,0,0,0
0.830897,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248205,0.0355908,0.141179,0.000199172,-0.0208295,-0.0124984,0.0673593,0.0100459,9.83475,0.00327345,-0.0949596,0.0658582,0,16.038,0,0,0
0.840917,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248717,0.0355248,0.141184,0.000330609,-0.0208311,-0.0127513,0.0673593,0.0100459,9.83475,0.00324397,-0.0949132,0.0658,0,16.038,0,0,0
0.850798,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248717,0.0355248,0.141184,0.000330609,-0.0208311,-0.0127513,0.0673593,0.0100459,9.83475,0.00324397,-0.0949132,0.0658,0,16.038,0,0,0
0.860881,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248784,0.0354882,0.141203,0.000449159,-0.0207382,-0.0128667,0.0359504,0.0367654,9.78879,0.00328028,-0.0949269,0.0657349,0,16.038,0,0,0
0.870876,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249499,0.0355216,0.1412,0.000389522,-0.0211831,-0.0125802,0.0359504,0.0367654,9.78879,0.00353485,-0.0949786,0.065835,0,16.038,0,0,0
0.880914,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249134,0.0355189,0.141207,0.000297678,-0.0213963,-0.0127679,0.0353565,0.0022378,9.77839,0.0036762,-0.0950217,0.0658738,0,16.038,0,0,0
0.890889,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248899,0.035512,0.141215,0.000297678,-0.0213963,-0.0127679,0.0353565,0.0022378,9.77839,0.00362727,-0.0951169,0.0657672,0,16.038,0,0,0
0.90091,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248663,0.0355215,0.141201,0.000226837,-0.0212984,-0.0124157,0.0252762,0.0370209,9.78971,0.00356627,-0.0950666,0.0658622,0,16.038,0,0,0
0.910844,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02482,0.035521,0.141154,0.000160744,-0.0212382,-0.0119997,0.0252762,0.0370209,9.78971,0.00344967,-0.0949529,0.065845,0,16.038,0,0,0
0.920894,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248719,0.0355533,0.141167,0.000122588,-0.0214858,-0.0121487,0.0205992,0.0157902,9.81136,0.00350081,-0.0948786,0.0658735,0,16.038,0,0,0
0.930883,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249459,0.0355664,0.141134,0.000122588,-0.0214858,-0.0121487,0.0150767,0.0541342,9.78491,0.00340618,-0.0949697,0.0659171,0,16.039,0,0,0
0.940909,1.72355e+09,0,0,1,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249056,0.0355245,0.14116,3.68938e-07,-0.0213297,-0.0121956,0.0150767,0.0541342,9.78491,0.00338693,-0.0948902,0.0659256,0,16.039,0,0,0
